,post id,time stamp,author,post,likes,shares,Comments,social media,sources,location
4,,ሜይ 11 በ 9:18 ከሰዓት, ,የቫይረሱ አደገኝነት እና ክፋት ልጅ አባቱን መሸኘት እና የዘመድ አዝማድ በተገቢው ሆኔታ መሰናበትን ማስቀረቱ ነው:: ከአባታቸው ጋር ንኪኪ የነበራቸው ልጆች ለይቶ መቆያ ናቸውና መገኘት አልቻሉም:: በጣም ልብ የሚያደማ ነው::,2.5 ሺ,318 ማጋራቶች,142 አስተያየቶች,facebook, , 
