,Post_id,Time_Stamp,user_content,Num_shares,Comments,Likes
4,,ሜይ 11 በ 9:18 ከሰዓት,የቫይረሱ አደገኝነት እና ክፋት ልጅ አባቱን መሸኘት እና የዘመድ አዝማድ በተገቢው ሆኔታ መሰናበትን ማስቀረቱ ነው:: ከአባታቸው ጋር ንኪኪ የነበራቸው ልጆች ለይቶ መቆያ ናቸውና መገኘት አልቻሉም:: በጣም ልብ የሚያደማ ነው::,318 ማጋራቶች,142 አስተያየቶች,2.5 ሺ
